city,country,2017,2018,2019,2020,2021,2022,2023
Danzhou,China,21,17.2,15.8,,13.9,13.3,13.2
Hradec Kralove,Czech Republic,19,19.7,14.8,13.7,14.5,13.3,13.2
San Salvador,El Salvador,,,,,12,13.4,13.2
Dresden,Germany,13.3,14.9,11.5,10.3,10.8,13.2,13.2
Tinos,Greece,,,,,12.1,13.1,13.2
Koscierzyna,Poland,,,,17.4,20.4,13.1,13.2
Satu Mare,Romania,,,,,15.3,12.3,13.2
Koper,Slovenia,,,,,10.8,13.7,13.2
Córdoba,Spain,,,,,15.1,13,13.2
Bioggio,Switzerland,,,,,11.7,13.2,13.2
Ko Pha Ngan,Thailand,,,,,13.6,12.3,13.2
Pong Ta Long,Thailand,,,,,,12.4,13.2
Canakkale,Turkey,,,17.3,13.5,13.2,13.1,13.2
Silivri,Turkey,,,,,,13.1,13.2
Grandview Heights,USA,,,,,,13,13.2
La Habra,USA,,,,,18.2,13.3,13.2
Manitowoc,USA,,,,,15.2,13.1,13.2
Norwalk,USA,,,,,15.5,13.2,13.2
Rosemead,USA,,,14.7,17.3,15,12.2,13.2
Baden,Austria,,18.9,14.3,13.8,12.3,13.1,13.1
Ribeirao Preto,Brazil,5.9,11.3,8.2,7.2,11.8,13,13.1
Fuqing,China,,,,,12.4,13.1,13.1
Mlada Boleslav,Czech Republic,15.9,19.1,15.6,13,13.4,13.1,13.1
Vouliagmeni,Greece,,,,12.5,12.8,13.2,13.1
Hita,Japan,,,15,15.8,12.7,13.2,13.1
Bintulu,Malaysia,,,13.6,10.7,12.5,13.1,13.1
Guanajuato,Mexico,,9,12.8,12.6,12.3,12.9,13.1
Waalwijk,Netherlands,,14.3,11.8,12.1,14.1,13.2,13.1
Bialystok,Poland,17,16.3,13.7,13.8,16.1,13.3,13.1
Harvest,USA,,,,,13.6,12.5,13.1
Orrville,USA,,,,,14.6,13.1,13.1
Alto Hospicio,Chile,12.7,10.5,11.9,10.2,11.7,13,13
Baoshan,China,24.4,21.7,20.5,19,24.3,13,13
Diqingzhou,China,11.4,11.4,12,13.5,15.3,13.1,13
Kladno,Czech Republic,18,19,12.2,12.3,12,13.1,13
Tabor,Czech Republic,,,,12.7,13.7,13.3,13
Northeim,Germany,,,14.2,13,15.2,13,13
Nürnberg,Germany,,,11.3,11.1,11.8,12.9,13
Barmer,India,,,,,15.2,13.1,13
Minamata,Japan,12.1,13.2,14.7,13.8,11.5,13.1,13
Mitrovice,Kosovo,,,,17.6,13.5,12.8,13
Pengerang,Malaysia,,,12.9,9.5,12.8,13,13
Temerloh,Malaysia,,,16,15.3,16.5,13,13
Puebla,Mexico,,,,13,9.8,13,13
Ankara,Netherlands,,,,,,13.5,13
Eindhoven,Netherlands,,,,13.3,15.7,13,13
Bydgoszcz,Poland,20.7,24.2,21.7,15.8,13.1,13,13
Arad,Romania,,,,,16.3,12.3,13
Barcelona,Spain,,,,,13.2,13,13
Los Cortijillos,Spain,,,,,13.8,13.1,13
Taichung,Taiwan,20.3,19.2,18,15.5,17.1,12.9,13
Bellflower,USA,,,,,16.1,12.8,13
Foresthill,USA,,,,,16.8,11.5,13
Glassport,USA,,,,,15.4,13,13
Grove City,USA,,,,,13.5,13,13
West Richland,USA,,,,,12.1,12.3,13
Wurtland,USA,,,,,11.8,13.1,13
Huntington,USA,,,,11.8,12.86666667,12.83333333,12.93333333
Most,Czech Republic,18.3,21.7,15.1,13.8,14.1,12.9,12.9
Romans-sur-Isere,France,,,9.8,11.5,12.1,13,12.9
Esztergom,Hungary,,,,14.5,13.9,13.2,12.9
Makassar,Indonesia,,,,14.6,13.5,13.2,12.9
Erba,Italy,,,,,,13,12.9
Niihama,Japan,14.7,14.8,13.9,13.2,12.3,13,12.9
Ogori,Japan,,,,,12.7,13,12.9
Tanjung Tokong,Malaysia,,,,,14.6,12.9,12.9
Haelen,Netherlands,,,15.7,14.3,14.5,12.8,12.9
Winterswijk,Netherlands,,,,,14.9,13.3,12.9
Pezinok,Slovakia,,,,,10.3,12.9,12.9
Goseong,South Korea,,,,,13.5,12.8,12.9
Yeongdeok,South Korea,,,,11.9,12.6,13.1,12.9
Granada,Spain,,,,,12.6,12.9,12.9
Armutlu,Turkey,,,,,,12.8,12.9
Camp Hill,USA,,,,,14.1,12.9,12.9
Collinsville,USA,,,,,13.2,12,12.9
Delafield,USA,,,,,13.4,11.8,12.9
Escalon,USA,,,10.2,20.5,16.3,12.8,12.9
Hiram,USA,,,,,14,12.9,12.9
Medina,USA,8.3,7.9,8.6,6.4,9,12.9,12.9
Raeford,USA,,,,,13.5,12.9,12.9
San Bernardino,USA,,,,,14.1,13,12.9
Yushu,China,19,15.9,9.7,10.9,13,12.8,12.8
Domancy,France,,,,,12.3,12.6,12.8
Giessen,Germany,13.6,14.1,13.7,12.7,12.9,12.9,12.8
Hagen,Germany,,,,14.1,12.6,13,12.8
Miyakonojo,Japan,16.5,15.2,14.2,14,11.9,12.8,12.8
Oki,Japan,,,,13.1,12.9,12.8,12.8
Soja,Japan,14.7,13.7,12.7,11.8,12,12.8,12.8
Takasaki,Japan,,,,13.7,13.5,12.9,12.8
Uto,Japan,14.7,13.2,15.2,15.2,12,12.9,12.8
Santiago de Queretaro,Mexico,,,9.2,6.3,6.7,12.9,12.8
Fairbanks,Russia,,,,,,13.1,12.8
La Aljorra,Spain,,,,14,11.9,12.8,12.8
Dietikon,Switzerland,,,,,14.9,11.6,12.8
Sam Nak Thon,Thailand,,,,,,13.8,12.8
Hasanbey,Turkey,,,,,,12.5,12.8
Redondo Beach,USA,,,11,12.9,12.7,12.8,12.8
West Newton,USA,,,,,15.5,12.8,12.8
Willowbrook,USA,,,,,13.5,12.7,12.8
Da hinggan Ling,China,17.8,17.8,19.9,14.3,14,12.6,12.7
Pardubice,Czech Republic,18.3,19.4,14.7,12.5,13.8,12.8,12.7
Rozdalovice,Czech Republic,18.6,19.2,13,13.6,13.4,12.7,12.7
Paris,France,15.4,15.6,14.7,12.2,13.7,12.7,12.7
Peillon,France,,,,,9.9,13.2,12.7
Aktaio,Greece,,,12.2,11.5,13.6,12.8,12.7
Georgetown,Guyana,,,,,6.5,12.7,12.7
Kharsawan,India,,,,,18.6,9.8,12.7
Wormeldange,Luxembourg,,,,,15.8,13.7,12.7
Mijnsheerenland,Netherlands,,,,,14.4,12.9,12.7
Bethlehem,South Africa,,,12.4,13.4,14,13.7,12.7
Carnegie,USA,,,,,15.6,12.7,12.7
Cartersville,USA,,,14,11.6,14.4,12.7,12.7
St Louis,USA,,,,,,12.7,12.7
Kranj,Slovenia,,,,,7.6,12.85,12.65
Marignane,France,,,,12,12.4,13.6,12.6
Marseille 16,France,,,,,12.3,12.7,12.6
Bottrop,Germany,,,,11.5,12.5,12.5,12.6
Nettetal,Germany,,,,11.9,12.2,12.6,12.6
Pfalzgrafenweiler,Germany,,,12.6,12.3,13.5,12.8,12.6
Pecs,Hungary,,16.6,14.7,14.2,14,12.7,12.6
Croom,Ireland,,,,,14.3,12.6,12.6
Falconara Marittima,Italy,,,14.9,15.4,12.2,13.1,12.6
Handa,Japan,14.4,15.7,15.3,12.9,12.8,12.7,12.6
Nakatsu,Japan,15.5,14.9,14,12.7,11.9,12.6,12.6
Marikina,Philippines,,,,,18.9,14.2,12.6
Radzyn Podlaski,Poland,,,,,10.6,12.7,12.6
Szczecin,Poland,19.2,18.6,15.6,13,13.4,12.6,12.6
Bor,Serbia,,,18.1,16.1,14.6,12.5,12.6
Cheongsong,South Korea,,,,,,12.9,12.6
Nuwara Eliya,Sri Lanka,,,,,9.6,13.2,12.6
Lapseki,Turkey,,,,,,12.5,12.6
Alexander,USA,,,14.1,11.1,12.1,12.6,12.6
Eltopia,USA,,,,,,11.6,12.6
Glendora,USA,11.5,12.9,11.8,14.8,15,12.7,12.6
Lynwood,USA,,,,,9.3,12.5,12.6
Medical Lake,USA,,,,,15.5,13.9,12.6
Modesto,USA,13,15.1,8.1,16.5,14.6,12.5,12.6
Scarsdale,USA,,,,,17.1,12.6,12.6
Shepherdstown,USA,,,,,13.4,12.6,12.6
Tucker,USA,,,,,14.3,12.5,12.6
Turlock,USA,13.1,17.3,12,18,14.5,12.5,12.6
Lustenau,Austria,,,,,11.6,12.6,12.5
Creston,Canada,,,,,9.8,13.7,12.5
Dali,China,23.3,16,16.8,15.6,17.1,12.5,12.5
Kutna Hora,Czech Republic,,,12,,16,13,12.5
Berlin,Germany,8.5,11.7,9.7,11.8,12.5,12.6,12.5
Bornheim,Germany,,,,,,11.4,12.5
Rome,Italy,,,12.9,13.6,11.1,12.6,12.5
Shikokuchuo,Japan,14.9,14.9,13.6,13,12.4,12.5,12.5
Tagawa,Japan,15,13.8,13.8,12.6,11.4,12.4,12.5
Tobishima,Japan,14.6,15,14.6,12.6,12,12.5,12.5
Abasolo,Mexico,,13,13.6,12.1,13.9,12.7,12.5
Gajowka Modrzewina,Poland,,,,,12.2,12.5,12.5
Drobeta-Turnu Severin,Romania,,,,12.7,20,12.7,12.5
Barakaldo,Spain,,,,12.9,12.2,12.5,12.5
Sedavi,Spain,,,,,18.6,12.5,12.5
Bell,USA,,,,17.3,15.7,12.5,12.5
Ceres,USA,,,,,12.1,13.2,12.5
Chowchilla,USA,,,,,16.2,12.5,12.5
Diamond Bar,USA,,,16,17.5,16.1,12.5,12.5
El Monte,USA,,,15.2,18,15.4,12.5,12.5
Fort Jones,USA,,,10.9,17.8,23.6,12.6,12.5
Lawndale,USA,,,13.2,15.8,14.6,12.3,12.5
Long Beach,USA,14.6,13.5,12.3,15.1,14.1,12.5,12.5
Riverbank,USA,,,,,15.3,13.7,12.5
Shreveport,USA,7.3,6.6,6.6,7.5,12.3,12.5,12.5
West Covina,USA,,,13.8,17.9,16.4,12.4,12.5
Jundiai,Brazil,,,,14,13.1,12.5,12.4
Bonneville,France,5.2,9,6.9,,13.5,12.5,12.4
Bussy-Saint-Georges,France,,,,,,9.7,12.4
Seremange-Erzange,France,,,14,,13.3,12.4,12.4
Duisburg,Germany,12.5,13.2,12.3,11.8,13.2,12.5,12.4
Arta,Greece,,,,,,12.4,12.4
Laces,Italy,,,11.6,13.4,13.1,12.3,12.4
Pineta,Italy,,,11.7,12.5,12,12.5,12.4
Seki,Japan,,,10.6,11,9.6,12.4,12.4
Jerteh,Malaysia,,,12.4,11.6,12.7,12.5,12.4
Capelle aan den IJssel,Netherlands,,,,11.3,13.4,12.7,12.4
Seogwipo,South Korea,18.9,18.2,17.3,,12.6,12.3,12.4
Santa Cruz de Tenerife,Spain,8,6.9,7.4,11.2,8.6,12.4,12.4
Thal,Switzerland,,,,,19.6,12.4,12.4
Surat Thani,Thailand,,,16.6,14.5,18.9,12.7,12.4
Aiken,USA,,,,,14.8,12.4,12.4
Bloomington,USA,6.5,9.8,8.4,,13.3,12.4,12.4
Broadview Heights,USA,,,,,13.4,12.1,12.4
East Oakdale,USA,,,,,13.8,11.9,12.4
Landover,USA,,,,,,12.4,12.4
Newman,USA,,,,,14.8,12.5,12.4
Trang Bang,Vietnam,,,,,,12.9,12.4
Wesel,Germany,14.5,14.7,11.7,,10.5,12.4,12.3
Balok,Malaysia,,,16.1,11.6,13.6,12.3,12.3
Utrechtse Heuvelrug,Netherlands,,,,,15,11.9,12.3
Banska Bystrica,Slovakia,19.7,17.6,15.3,15.8,16.5,12.3,12.3
Oviedo,Spain,,13.6,10.1,8.8,10,12.3,12.3
San Roque,Spain,,,,,11.9,12.3,12.3
Barberton,USA,,,,,,12.2,12.3
Freedom,USA,,,,,14.5,12.2,12.3
Saint Jacob,USA,,,,,12,12.2,12.3
Skyland,USA,,,,,,8.8,12.3
Smyrna,USA,,,,,,12.3,12.3
South Whittier,USA,,,,,,12.6,12.3
Deurne,Belgium,,,11.4,11.4,12.7,12.3,12.2
Zelzate,Belgium,15,15.6,14.7,11.9,12.8,11.9,12.2
Chilliwack,Canada,,,6.6,6,7.6,12.3,12.2
Znojmo,Czech Republic,17.4,19.7,14.2,11.9,11.8,12.2,12.2
Datteln,Germany,14.4,14.4,10.8,8.6,10.6,12.3,12.2
Eberswalde,Germany,14.8,16,11.4,10.4,10.8,12.3,12.2
Hernadszurdok,Hungary,,,,13.1,14.5,12,12.2
Merano,Italy,,,11.9,11.8,12.9,12.2,12.2
Ozu,Japan,13.8,14.3,14.3,12.8,12.1,12.2,12.2
Berkel en Rodenrijs,Netherlands,,,,,,13.5,12.2
Biest Houtakker,Netherlands,10.4,12.5,11.6,10.5,11,12.1,12.2
Los Realejos,Spain,,,,,8.2,12.3,12.2
Ecublens,Switzerland,,14.8,11.3,11,13.4,11.6,12.2
Kesan,Turkey,,,,,,12.3,12.2
Channelview,USA,,,,,13.2,12.2,12.2
Charlotte Hall,USA,,,,,14.1,12.2,12.2
El Segundo,USA,,,,,14,12.2,12.2
Gary,USA,,,,,14.9,12.2,12.2
Glenmoore,USA,,,,,,12.2,12.2
Hedgesville,USA,,,13.7,11.8,13.3,12.2,12.2
Inglewood,USA,,,,,15,12.2,12.2
Kremmling,USA,,,,,15.2,12,12.2
Leavenworth,USA,8.4,9.3,7,,7.9,12.2,12.2
Rio Linda,USA,,,,,20.4,12.8,12.2
Toledo,USA,8,7.9,7.5,7.7,9.3,12.2,12.2
Waverly,USA,,,,,,12.2,12.2
Westerville,USA,,,,,15.3,12.2,12.2
Oleksandrivka,Ukraine,,,,,,12,12.2
Zwevegem,Belgium,13.9,15.4,13.3,11.7,14,12.2,12.1
Manaus,Brazil,,,,,10.3,12.7,12.1
Santos,Brazil,15.9,14.8,15.4,13.7,12,12.1,12.1
Prostejov,Czech Republic,,,,12.5,14.3,12.4,12.1
Amiens,France,,,11.1,,11.7,12.9,12.1
La Mulatiere,France,15.1,14.1,12.8,14.6,12.5,12.5,12.1
Saint-Martin-d'Heres,France,,,,9.7,11.1,12,12.1
Münster,Germany,,,,13,10.9,12.3,12.1
Niederzier,Germany,13.8,15.4,13.1,13.7,12.6,12.7,12.1
Bolzano-Bozen,Italy,,,11.3,11.7,11.3,12.2,12.1
Piamborno,Italy,,,,,10,12.4,12.1
Masaki,Japan,12.6,12.3,12,11.5,10.9,12.2,12.1
Sterlitamak,Russia,,,,,10.5,12.3,12.1
KwaMbonambi,South Africa,,,,,13,12.2,12.1
Bagirkanli,Turkey,,,,,,12.1,12.1
Atlanta,USA,11.3,10.6,11.9,10,13.3,12.1,12.1
Colton,USA,,,16.1,,14.5,12.1,12.1
Grundy,USA,,,,,11.6,12,12.1
Prosser,USA,,,,,14.9,12,12.1
Signal Hill,USA,,,,,15.2,12.1,12.1
Spokane,USA,10.9,10.6,8.1,11.1,11.6,12.1,12.1
Stockton,USA,12.5,17.7,9.6,16.1,13.3,12,12.1
Veradale,USA,,,,,,12.2,12.1
Walnut Park,USA,,,16.3,18.1,15.2,12,12.1
Faversham,United Kingdom,,,,,13.1,12.2,12.1
Traun,Austria,14.6,14.9,12.9,11.9,12,12,12
Voelkermarkter Vorstadt,Austria,,,12.5,11.8,10.9,12.2,12
Avignon,France,12.7,11.8,11,10.3,10.5,13,12
Melun,France,12.9,14.1,13.6,10.8,10.9,11.8,12
Chikushino,Japan,,,,,10.5,12,12
Dazaifu,Japan,15.8,15.3,14.3,12,11.2,12,12
Imari,Japan,15.3,13.9,17.6,14.1,11.9,12,12
Sluiskil,Netherlands,,,,,12.1,12,12
Wijk aan Zee,Netherlands,,,12.5,11.8,11.1,12,12
Kije,Poland,,,,,12.3,11.8,12
Topolcany,Slovakia,,,,,,12.4,12
San Nicolas,Spain,,,,6.3,8.5,11.9,12
Bilecik,Turkey,,,17.8,15.8,16.4,12,12
Avondale Estates,USA,,,,,14.9,12.1,12
Baden,USA,,,,,12.9,12,12
Chattanooga,USA,8.9,8.6,12.4,10.8,12.6,12,12
Connell,USA,,,,,12.6,12.2,12
Culver City,USA,,,12.5,15,14.3,12,12
Dalton Gardens,USA,,,,,9.6,12.8,12
Eastvale,USA,,,16.2,17.7,16.3,12.1,12
Galena Park,USA,,,,,12.6,12,12
Kamiah,USA,10.9,8.5,7.5,9,13.2,11.9,12
La Mirada,USA,,16,13.5,13.4,13.5,12,12
Madera,USA,,,9.7,17.3,14.7,11.9,12
Merced,USA,13.4,15.3,9.8,16.9,13.9,12,12
Nampa,USA,11.2,8.6,6.7,10.2,13.2,12,12
North Pole,USA,14.9,10.9,14.7,,9.6,12,12
Port Clinton,USA,,,,,13.8,12,12
Seeley Lake,USA,27,12,11.8,14.2,15.5,12,12
Upminster,United Kingdom,,,,,11.3,12,12
Enns,Austria,13.8,16.8,11.6,8.9,10.2,11.9,11.9
Destelbergen,Belgium,13.6,14.2,12.5,10.9,12.3,11.9,11.9
Mechelen,Belgium,,,,,11.9,12,11.9
Woodstock,Canada,,,,,12.1,11.9,11.9
Zygi,Cyprus,15.4,14.3,14.4,12.5,12.8,11.9,11.9
Prague,Czech Republic,15.6,17.4,11.5,10.9,11.3,11.9,11.9
Ternay,France,,,,9,10.7,12.4,11.9
Düsseldorf,Germany,12.3,12.5,12.9,10.7,11.4,12,11.9
Krefeld,Germany,14.1,16.5,13.9,11.1,12.9,12.4,11.9
Titz,Germany,,,,12.6,13.6,12,11.9
Be'er Ora,Israel,,,,,11.8,11.6,11.9
Iizuka,Japan,13.3,13.5,12.6,11.8,10.9,11.9,11.9
Omuta,Japan,15.9,15.3,15.6,13.8,12.8,11.9,11.9
Ust-Kamenogorsk,Kazakhstan,,,,,36.4,11.8,11.9
Alor Setar,Malaysia,,,12.7,13.6,14.6,11.9,11.9
Jerantut,Malaysia,,,13.3,13.7,14.9,11.9,11.9
Utrecht,Netherlands,10.9,11.5,11.2,10.1,12.3,11.9,11.9
Scheia,Romania,,,,15,15.3,11.4,11.9
Galanta,Slovakia,,,,,15.6,12,11.9
Samcheok,South Korea,22.2,18.3,18.7,,11.2,11.9,11.9
Phiman,Thailand,,,,,,11.9,11.9
Clovis,USA,,,10.1,22.8,16.9,11.9,11.9
Fontana,USA,,,,,16.2,12.1,11.9
Moses Lake,USA,9.6,8,5.7,,12.6,11.8,11.9
Nashville,USA,9.6,9.5,9.6,,14.3,11.9,11.9
Niland,USA,,,,,6.1,11.4,11.9
Spring,USA,,,,,12.3,11.8,11.9
West Carson,USA,,,,,17.9,11.9,11.9
Hertford,United Kingdom,14.7,10.2,7.6,10.4,12.2,11.9,11.9
Stanford-le-Hope,United Kingdom,11.1,10,11.7,11.7,11.1,11.3,11.9
Linz,Austria,13.4,15.4,13.3,11.3,12.1,11.8,11.8
Genk,Belgium,,,,11.6,13.9,11.8,11.8
Stabroek,Belgium,13.6,13.6,11.7,11.9,12.9,11.8,11.8
Arica,Chile,12,12.5,10.8,11.8,11.5,11.9,11.8
Aba,China,9.1,11.3,14.7,14.3,15,11.8,11.8
Lug,Croatia,,,,,,12,11.8
Dortmund,Germany,14.2,14.5,11.8,10.6,11.3,12.1,11.8
Mönchengladbach,Germany,13.8,13.8,10.2,9.5,10,12.1,11.8
Wangen im Allgau,Germany,,,,,,11.4,11.8
Worms,Germany,13.7,13.1,11.9,10.9,11.3,11.9,11.8
Nikaia,Greece,,,15,13.1,14.2,11.3,11.8
Linden,Guyana,,,,,,12.2,11.8
Budapest,Hungary,,16.5,14,13.8,14.2,11.2,11.8
Bressanone,Italy,,,11,12,12.2,11.9,11.8
Hofu,Japan,13,12.3,12.4,12.1,13.3,11.8,11.8
Mito,Japan,11.1,13.2,12.8,,11.4,11.7,11.8
Munakata,Japan,12.9,12.3,12.6,11,11.4,11.8,11.8
Saijo,Japan,14.7,14.8,14.3,12.5,11.7,11.7,11.8
Takasago,Japan,13.8,13.2,13,11.6,10.7,11.8,11.8
Tamano,Japan,13.6,13.4,13.1,11.8,11.4,11.8,11.8
Podgorica,Montenegro,,,,,7.5,11.8,11.8
Cusco,Peru,,,,,13,11.8,11.8
Solkan,Slovenia,,,,,,11.4,11.8
Arafo,Spain,,,12.5,17.8,12.6,11.9,11.8
Beasain,Spain,8.5,9.5,10.2,9.8,8.9,11.7,11.8
Camargo,Spain,,,,,11.7,11.8,11.8
Albemarle,USA,,,14.6,11.8,13.9,11.8,11.8
Carmichael,USA,,,,,13.3,11.8,11.8
Clackamas,USA,,,,,8.1,11.8,11.8
Downingtown,USA,,,,,,11.9,11.8
East Point,USA,,,,,,11.8,11.8
Ester,USA,,,,,4.8,11.5,11.8
Isleton,USA,,,,,,12,11.8
Lewisville,USA,,,,,12.7,11.8,11.8
Owens Cross Roads,USA,,,,,,11.9,11.8
Urbana,USA,,,,,14.4,11.9,11.8
Brugge,Belgium,,,,14.2,12.4,13.3,11.7
Cruzeiro do Sul,Brazil,,,9.3,12.6,10.3,11.8,11.7
Chomutov,Czech Republic,,,,11.9,11.3,11.8,11.7
Liberec,Czech Republic,15.8,18.4,12.5,11.6,11.4,11.7,11.7
Bethune,France,13.4,13.9,11.4,10.3,11.6,12.4,11.7
Strasbourg,France,15.9,14.4,14,10.6,10.9,11.7,11.7
Bad Aibling,Germany,,,,,,11.5,11.7
Borken,Germany,,,,11.8,12.7,12.1,11.7
Mulheim,Germany,,,,,10.8,12,11.7
Wuppertal,Germany,12.9,13.9,11.5,9.4,9.9,11.8,11.7
Itoshima,Japan,14.6,13.5,12.4,,10.1,11.6,11.7
Kanonji,Japan,17.3,18.3,15.1,11.7,11,11.8,11.7
Ozo,Japan,,,,,,11.6,11.7
Tosa,Japan,,,,,,11.7,11.7
Tanjong Malim,Malaysia,,,11.3,7.9,10.1,11.8,11.7
Goldap,Poland,,,11.6,12,15.4,11.5,11.7
Bonghwa,South Korea,,,,,,12.1,11.7
Taebaek,South Korea,,,15.8,13.2,11.9,11.7,11.7
Granadilla de Abona,Spain,,,7.5,11.2,10.9,11.9,11.7
Igualada,Spain,,,,,24.5,11.4,11.7
San Bartolome,Spain,,,,5.9,7.7,11.8,11.7
Tarragona,Spain,,,,10,14,12.4,11.7
Torrelavega,Spain,,,,,10.9,11.8,11.7
Alhambra,USA,,,14.4,15.9,14.8,11.8,11.7
Braddock,USA,,,,,14.2,11.7,11.7
Conconully,USA,,,,,,11.6,11.7
Cudahy,USA,,,,,,11.7,11.7
Grants Pass,USA,13.7,12.8,8.4,12.7,10.9,11.7,11.7
Kalispell,USA,,,9.1,10.3,12.2,11.8,11.7
Lapwai,USA,,,,7.8,11.2,11.7,11.7
Libby,USA,15.1,14.9,12.2,14.7,15.1,11.8,11.7
McLean,USA,,,,,13,12.1,11.7
Milwaukie,USA,,,,,9.2,11.7,11.7
Spokane Valley,USA,13.3,9.7,8.9,10.4,11.1,11.7,11.7
Gent,Belgium,14,14.9,13,10.8,12.7,11.6,11.6
Marituba,Brazil,,,,,12.2,11.6,11.6
Nakusp,Canada,,,,,16.2,12.3,11.6
Kromeriz,Czech Republic,18.5,20.8,14.3,12,13.2,11.6,11.6
Plzen,Czech Republic,,,12.6,11.5,12.7,11.6,11.6
Arles,France,,,,,12,12.2,11.6
Valence,France,,11.2,10.9,10,10.7,11.5,11.6
Passau,Germany,15.1,14.9,12.6,11.4,11.6,11.4,11.6
Reihoku,Japan,12.8,12.3,14.6,12.8,11.1,11.6,11.6
Yao,Japan,13.4,13.2,12.9,8.3,9.9,11.5,11.6
Nairobi,Kenya,,,,14.7,14.3,11.5,11.6
Noreikiškės,Lithuania,,13.3,15.4,9.7,10.5,11.6,11.6
Chukai,Malaysia,,,14.6,12.3,12.1,11.6,11.6
Parit Sulong,Malaysia,,,15.5,11.4,15,11.6,11.6
Ajijic,Mexico,,,,,12.8,13.7,11.6
Veracruz,Mexico,,,,,,11.9,11.6
Blenheim,New Zealand,19.1,13.8,12.2,12.3,11.5,12.4,11.6
Sandvika,Norway,,,,,11,11.5,11.6
Las Palmas de Gran Canaria,Spain,,,,31,11.6,11.6,11.6
San Sebastián de La Gomera,Spain,,,9.3,9.6,9,11.6,11.6
Sant Andreu de la Barca,Spain,,,,,26.2,11.1,11.6
Pregassona,Switzerland,,,,,10.9,11.6,11.6
Taoyuan,Taiwan,17.5,17.9,16,13.8,14.5,11.6,11.6
Phuket,Thailand,,,11.4,13.8,17.4,11.9,11.6
Adena,USA,,,,,,11.7,11.6
Florence-Graham,USA,,,16.1,,15.5,11.5,11.6
Gardena,USA,,,12.2,15.3,14.3,11.6,11.6
Garland,USA,,,,,12.9,11.6,11.6
Granite City,USA,10.1,11.2,11.8,10.1,13.7,11.6,11.6
Lotus,USA,,,,,,11.5,11.6
Monrovia,USA,,,,,14.7,11.7,11.6
Porterville,USA,15.3,16.8,11,17.6,18.3,11.6,11.6
Silver Spring,USA,,,,,12.4,11.5,11.6
Torrance,USA,,,11.6,14.4,13.3,11.6,11.6
Trafford,USA,,,,,13.9,11.6,11.6
Marietta,USA,,,,,13.8,11.6,11.55
Seraing,Belgium,11.4,12.5,10.5,10.9,12.7,11.6,11.5
Kadan,Czech Republic,14.8,18.8,12.8,11.2,11.9,11.5,11.5
Kamenny Ujezd,Czech Republic,16.9,16.4,12,11.5,10.6,11.6,11.5
Modrice,Czech Republic,,,11,8.9,9.5,10.8,11.5
Gap,France,11.7,11.7,10.7,9.8,10,11.9,11.5
Mühlhausen/Thüringen,Germany,,,10.7,10.3,12.9,11.5,11.5
Arao,Japan,15.4,15.2,14,12,12.5,11.5,11.5
Bizen,Japan,13.5,13.7,13.4,10.8,10.2,11.5,11.5
Mashiki,Japan,18.4,18.4,17.4,16.4,11.4,11.5,11.5
Zhetibay,Kazakhstan,,,,,16,11.4,11.5
Los Corrales de Buelna,Spain,,,,,10.4,11.4,11.5
Horn,Switzerland,,,,,12.8,11.7,11.5
Capitol Heights,USA,,,,,13.2,11.5,11.5
Diamond Lake,USA,,,,,,11.4,11.5
Dutch Flat,USA,,,,,,11.4,11.5
Hermosa Beach,USA,,,11.9,14.3,13.4,11.5,11.5
Hope Mills,USA,,,12.2,,11.1,11.2,11.5
Lenapah,USA,,,,,,11.6,11.5
Loyalton,USA,,,,,22.6,11.4,11.5
Maywood,USA,,,16.5,17.5,15.7,11.6,11.5
Nine Mile Falls,USA,,,,,,11.6,11.5
North Highlands,USA,,,,,19.4,10.3,11.5
Pasco,USA,,,,,11.5,11.5,11.5
Valley,USA,,,,,,8.7,11.5
Whitehall,USA,,,,,13.3,11.5,11.5
Ashton-under-Lyne,United Kingdom,,,,,11.5,11.4,11.5
Beveren,Belgium,14.4,14.9,13.3,11.6,13,11.4,11.4
Hasselt,Belgium,,,,10,11.2,11.4,11.4
Los Maitenes,Chile,,,13.2,11.1,12.2,11.4,11.4
Fuding,China,,,,,10.1,11.4,11.4
Hodonin,Czech Republic,17.8,16.6,14.8,,9.9,11.8,11.4
Warstein,Germany,11.6,13.3,8.2,9.2,12.5,11.6,11.4
Weinheim,Germany,,,,,11.3,11.4,11.4
Ajka,Hungary,,,,12.1,12.4,10.2,11.4
Bolai T.E.,India,,,,,,11.1,11.4
Kanda,Japan,14.9,14.3,13.5,13.3,10.5,11.5,11.4
Kikuchi,Japan,15.1,13.8,13.1,12.6,11.3,11.4,11.4
Misato,Japan,,14.2,12.5,11.9,10.9,11.4,11.4
Nogata,Japan,14.2,13.4,13.2,12.2,10.8,11.4,11.4
Yanagawa,Japan,14.7,13.3,13.1,11.5,12.1,11.3,11.4
Niksic,Montenegro,,,,28.7,30.5,11.4,11.4
Breda,Netherlands,11.6,14.1,11.5,9.1,10.5,11.4,11.4
Vlaardingen,Netherlands,,,,,10.4,11.4,11.4
Vredepeel,Netherlands,9.5,12.1,12.1,10.3,11.6,11.2,11.4
Krzanowice,Poland,,,,14.5,16.2,11.7,11.4
Inje,South Korea,,,,,11.6,11.3,11.4
A Coruna,Spain,13.7,13.5,12,14,12.5,11.3,11.4
Sondika,Spain,,,,9,9.5,11.4,11.4
